title,url,brand,line,size,box_qty,price,in_stock
"RoMa Craft CroMagnon Aquitaine Atlatl Lancero LE (7.0"""" x 38)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froma-craft%2Froma-craft-cromagnon-aquitaine%2FRC2-PM.html,RoMa Craft Tabac,"""RoMa Craft CroMagnon Aquitaine Atlatl","7.0"" x 38",20,111.99,False
"Cohiba Red Dot Lonsdale Grande (6.2"""" x 47)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-red-dot%2FCGA-PM.html,Cohiba,"""Cohiba Red Dot","6.2"" x 47",20,111.99,False
"Ashton Corona (5.5"""" x 44)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-cigars%2FAHA-PM.html,Ashton,"""Ashton","5.5"" x 44",20,111.99,False
"Cohiba Red Dot Robusto (5.0"""" x 49) (5/5)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-red-dot%2FCGA-PM.html,Cohiba,"""Cohiba Red Dot","5.0"" x 49",20,111.99,False
"Plasencia 1865 Alma Fuerte Nestor IV Toro (6.25"""" x 54)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fplacensia-1865%2Fplasencia-1865-alma-fuerte%2FPF1-PM.html,Plasencia,"""Plasencia 1865 Alma Fuerte Nestor IV","6.25"" x 54",20,111.99,False
"Mi Querida Puma Negra (6.0"""" x 60)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdunbarton-tobacco-%26-trust%2Fmi-querida%2FMIQ-PM.html,Mi Querida,"""Mi Querida Puma Negra","6.0"" x 60",20,111.99,False
"Macanudo Gold Duke of York (5.2"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-gold%2FMA5-PM.html,Macanudo,"""Macanudo Gold Duke of York","5.2"" x 54",20,111.99,False
"La Flor Dominicana Double Ligero Robusto (Tubo) (5.4"""" x 52) - Natural",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-double-ligero%2FFWN-PM.html,La Flor Dominicana,"""La Flor Dominicana Double Ligero","5.4"" x 52",20,111.99,False
"Plasencia 1865 Alma Fuerte Colorado Eduardo I (6.2"""" x 54)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fplasencia-1865-cigars%2Fplasencia-1865-alma-fuerte-colorado%2FPF2-PM-1003.html,Plasencia,"""Plasencia 1865 Alma Fuerte Colorado Eduardo I","6.2"" x 54",20,111.99,False
"AVO Syncro Nicaragua Robusto (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Favo-cigars%2Favo-syncro-nicaragua%2FAV6-PM.html,AVO,"""AVO Syncro Nicaragua","5.0"" x 50",20,111.99,True
"Davidoff WSC The Late Hour Toro (6.0"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-the-late-hour%2FDVK-PM.html,Davidoff,"""Davidoff WSC The Late Hour","6.0"" x 54",20,112.4,True
"Padron 4000 (6.5"""" x 54) - Natural",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron%2FK9C-PM.html,Padron,"""Padron 4000","6.5"" x 54",20,112.5,False
"ACID Cigars by Drew Estate Wafe (5.0"""" x 21)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Facid-cigars%2Facid-cigars-by-drew-estate%2FAIA-PM.html,ACID,"""ACID Cigars by Drew Estate Wafe","5.0"" x 21",20,112.91,False
"Rocky Patel Vintage '90 Torpedo (6.1"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-%2790%2FVKI-PM.html,Rocky Patel,"""Rocky Patel Vintage '90","6.1"" x 52",20,112.99,False
"Crown Heads Mil Dias Escogidos Edici?n Limitada 2021 (7.1"""" x 49)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcrowned-heads%2Fcrown-heads-mil-dias%2FFKT-PM.html,Crowned Heads,"""Crown Heads Mil Dias Escogidos Edici?n Limitada 2021","7.1"" x 49",20,112.99,False
"Ashton Magnum (5.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-cigars%2FAHA-PM.html,Ashton,"""Ashton Magnum","5.0"" x 50",20,112.99,True
"Warped Cigars La Colmena No. 36 (6.0"""" x 36)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fwarped-cigar-company%2Fwarped-cigars-la-colmena%2FWC2-PM-1002.html,Warped,"""Warped Cigars La Colmena No. 36","6.0"" x 36",20,112.99,False
"Man O' War Virtue Churchill (7.5"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fman-o%27-war-virtue%2FMWE-PM.html,Man O' War,"""Man O' War Virtue","7.5"" x 52",20,112.99,True
"Macanudo Cafe Court (Tube) (4.2"""" x 36)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-cafe%2FMA1-PM.html,Macanudo,"""Macanudo Cafe Court (Tube)","4.2"" x 36",20,112.99,True
"RoMa Craft Whiskey Rebellion 1794 Bradford Robusto Extra (5.0"""" x 56)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Froma-craft-cigar-company%2Froma-craft-whiskey-rebellion-1794%2FRC7-PM-1019.html,RoMa Craft Tabac,"""RoMa Craft Whiskey Rebellion 1794 Bradford","5.0"" x 56",20,112.99,False
"Macanudo Cafe Prince Philip (7.5"""" x 49)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-cafe%2FMA1-PM.html,Macanudo,"""Macanudo Cafe Prince Philip","7.5"" x 49",20,113.99,False
"Man O' War Ruination Belicoso (5.7"""" x 56)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fman-o%27-war-ruination%2FMWD-PM.html,Man O' War,"""Man O' War Ruination","5.7"" x 56",20,113.99,True
"HVC First Selection Toro (6.0"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fhvc-cigars%2Fhvc-first-selection%2FHV8-PM-1001.html,HVC,"""HVC First Selection","6.0"" x 52",20,113.99,False
"New World by AJ Fernandez Churchill (7.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fnew-world-by-aj-fernandez%2FNWB-PM.html,New World,"""New World by AJ Fernandez","7.0"" x 52",20,113.99,False
"Drew Estate Undercrown Connecticut Shade Gordito (6.0"""" x 60)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdrew-estate%2Fdrew-estate-undercrown-connecticut-shade%2FLPF-PM.html,Undercrown by Drew Estate,"""Drew Estate Undercrown Connecticut Shade Gordito","6.0"" x 60",20,113.99,False
"Crown Heads Mil Dias Magico 2021 LE  (4.5"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcrowned-heads%2Fcrown-heads-mil-dias%2FFKT-PM.html,Crowned Heads,"""Crown Heads Mil Dias Magico 2021 LE","4.5"" x 52",20,113.99,False
"Espinosa Laranja Reserva Escuro Gordo (6.0"""" x 60)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fespinosa%2Fespinosa-laranja-reserva-escuro%2FEZ1-PM.html,Laranja,"""Espinosa Laranja Reserva Escuro","6.0"" x 60",20,114.99,False
"Latitude Zero CF21 Booth Toro (6.0"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Flatitude-zero%2Flatitude-zero%2FLD0-PM.html,Latitude Zero,"""Latitude Zero CF21 Booth","6.0"" x 52",20,114.99,False
"Latitude Zero Toro (6.0"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Flatitude-zero%2Flatitude-zero%2FLD0-PM.html,Latitude Zero,"""Latitude Zero","6.0"" x 52",20,114.99,False
"Rocky Patel Vintage '90 Toro Tubos (6.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-%2790%2FVKI-PM.html,Rocky Patel,"""Rocky Patel Vintage '90","6.0"" x 50",20,114.99,False
"Macanudo Cafe Court Tin/5 (4.25"""" x 36)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-cafe%2FMA1-PM.html,Macanudo,"""Macanudo Cafe Court Tin/5","4.25"" x 36",20,114.99,True
"Rocky Patel Vintage 1999 Connecticut Toro Tubo (6.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-1999-connecticut%2FVKC-PM.html,Rocky Patel,"""Rocky Patel Vintage 1999 Connecticut","6.0"" x 50",20,114.99,False
"ACID Cigars by Drew Estate Kuba Deluxe Tubos (6.0"""" x 50) - Sumatra",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Facid-cigars%2Facid-cigars-by-drew-estate%2FAIA-PM.html,ACID,"""ACID Cigars by Drew Estate Kuba Deluxe Tubos","6.0"" x 50",20,114.99,False
"Caldwell Collection - The King Is Dead Premier (5.5"""" x 50)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcaldwell%2Fcaldwell-collection---the-king-is-dead%2FCW2-PM.html,Caldwell,"""Caldwell Collection - The King Is Dead Premier","5.5"" x 50",20,114.99,False
"Macanudo Cafe Rothschild Robusto (5.5"""" x 50) - Freshness",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-cafe%2FMA1-PM.html,Macanudo,"""Macanudo Cafe Rothschild","5.5"" x 50",20,114.99,True
"Room101 FARCE Maduro Piramide (6.0"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froom101-cigars%2Ffarce-maduro%2FRMC-PM.html,Room101,"""Room101 FARCE Maduro Piramide","6.0"" x 52",20,114.99,False
"Illusione Original Documents Ninfa (6.2"""" x 32)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fillusione%2Fillusione-original-documents%2FIL1-PM.html,Illusione,"""Illusione Original Documents Ninfa","6.2"" x 32",20,114.99,True
"La Palina Goldie Churchill (7.0"""" x 48)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fla-palina-goldie%2F9VG-PM-1020.html,La Palina,"""La Palina Goldie","7.0"" x 48",20,115.0,False
"La Palina Goldie Laguito #1 (7.0"""" x 38)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fla-palina-goldie%2F9VG-PM-1020.html,La Palina,"""La Palina Goldie Laguito #1","7.0"" x 38",20,115.0,False
"La Palina Goldie Prominente (6.5"""" x 48)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fla-palina-goldie%2F9VG-PM-1020.html,La Palina,"""La Palina Goldie Prominente","6.5"" x 48",20,115.0,False
"Cohiba Red Dot Toro Tubo (6.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-red-dot%2FCGA-PM.html,Cohiba,"""Cohiba Red Dot","6.0"" x 50",20,115.99,False
"Macanudo Gold Hampton Court (Tubo) (5.5"""" x 42)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-gold%2FMA5-PM.html,Macanudo,"""Macanudo Gold Hampton Court (","5.5"" x 42",20,115.99,False
"Macanudo Gold Crystal (No Tube) (5.5"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-gold%2FMA5-PM.html,Macanudo,"""Macanudo Gold Crystal (No Tube)","5.5"" x 50",20,115.99,True
"Padron 6000 (Torpedo) (5.5"""" x 52) - Maduro",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron%2FK9C-PM.html,Padron,"""Padron 6000 (","5.5"" x 52",20,116.0,False
"Viaje Zombie Farmhand Andre (7.0"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Ffeatured-categories%2Flimited-edition%2Fviaje-zombie%2FVJM-PM-1032.html,Viaje,"""Viaje Zombie Farmhand Andre","7.0"" x 52",20,116.0,False
"Dapper Siempre Sun Grown Gordo (6.0"""" x 54)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdapper%2Fdapper-siempre-sun-grown%2FDP4-PM.html,Dapper,"""Dapper Siempre Sun Grown","6.0"" x 54",20,116.82,False
"Cohiba Connecticut Robusto (5.5"""" x 50)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-connecticut%2FCHT-PM.html,Cohiba,"""Cohiba Connecticut","5.5"" x 50",20,116.99,False
"New World by AJ Fernandez Toro (6.5"""" x 55)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fnew-world-by-aj-fernandez%2FNWB-PM.html,New World,"""New World by AJ Fernandez","6.5"" x 55",20,116.99,False
"La Aroma de Cuba Reserva Maximo (5.5"""" x 54)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-aroma-de-cuba%2Fla-aroma-de-cuba-mi-amor-reserva%2F6BE-PM.html,La Aroma de Cuba,"""La Aroma de Cuba Reserva Maximo","5.5"" x 54",20,116.99,True
"Encore by E.P. Carrillo El Futuro (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fe.p.-carrillo%2Fencore-by-e.p.-carrillo%2FEPE-PM.html,E.P. Carrillo,"""Encore by E.P. Carrillo El Futuro","5.0"" x 50",20,116.99,False
"RoMa Craft Intemperance EC XVIII Goodness Gran Robusto Press LE (5.0"""" x 56)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fprofile%2Fmellow-cigars%2Froma-craft-intemperance-ec-xviii%2FRC5-PM-1012.html,RoMa Craft Tabac,"""RoMa Craft Intemperance EC XVIII Goodness Gran","5.0"" x 56",20,116.99,False
"Macanudo Gold Tudor (6.0"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-gold%2FMA5-PM.html,Macanudo,"""Macanudo Gold Tudor","6.0"" x 52",20,116.99,False
"Plasencia 1865 Alma Fuerte Colorado Sixto I Hexagon (6.0"""" x 60)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fplasencia-1865-cigars%2Fplasencia-1865-alma-fuerte-colorado%2FPF2-PM-1003.html,Plasencia,"""Plasencia 1865 Alma Fuerte Colorado Sixto I Hexagon","6.0"" x 60",20,116.99,False
"Plasencia 1865 Alma Fuerte Sixto II Hexagon (6.0"""" x 60)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fplacensia-1865%2Fplasencia-1865-alma-fuerte%2FPF1-PM.html,Plasencia,"""Plasencia 1865 Alma Fuerte Sixto II Hexagon","6.0"" x 60",20,116.99,False
"Charter Oak Petite Corona (5.25"""" x 42) MAD",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fcharter-oak%2FFCF-PM.html,Charter Oak,"""Charter Oak Petite","5.25"" x 42",20,117.99,False
"Charter Oak H Petite Corona (5.25"""" x 42)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fcharter-oak-h%2FFCJ-PM.html,Charter Oak,"""Charter Oak H Petite","5.25"" x 42",20,117.99,True
"Cohiba Black Supremo (6.0"""" x 54)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-black%2F4XA-PM.html,Cohiba,"""Cohiba Black Supremo","6.0"" x 54",20,117.99,False
"Macanudo Gold Ascot (4.2"""" x 32)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-gold%2FMA5-PM.html,Macanudo,"""Macanudo Gold Ascot","4.2"" x 32",20,117.99,False
"ACID Cigars by Drew Estate 1400cc (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Facid-cigars%2Facid-cigars-by-drew-estate%2FAIA-PM.html,ACID,"""ACID Cigars by Drew Estate 1400cc","5.0"" x 50",20,117.99,False
"Ashton VSG Cigars Corona Gorda (5.7"""" x 46)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-vsg-cigars%2FA4A-PM.html,Ashton,"""Ashton VSG Cigars","5.7"" x 46",20,117.99,False
"La Flor Dominicana Ligero L-707 (7.0"""" x 70)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-ligero%2FFWR-PM.html,La Flor Dominicana,"""La Flor Dominicana Ligero L-707","7.0"" x 70",20,117.99,True
"Oliva Serie 'V' Melanio Robusto (5.0"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Foliva%2Foliva-serie-%27v%27-melanio%2F1OD-PM.html,Oliva,"""Oliva Serie 'V' Melanio","5.0"" x 52",20,117.99,True
"Ashton VSG Cigars Illusion (6.5"""" x 44)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-vsg-cigars%2FA4A-PM.html,Ashton,"""Ashton VSG Cigars Illusion","6.5"" x 44",20,117.99,False
"Plasencia Cosecha 146 La Vega - Robusto Gordo (5.2"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fplacensia-1865%2Fplasencia-cosecha-146%2FNPE-PM.html,Plasencia,"""Plasencia Cosecha 146 La Vega","5.2"" x 52",20,117.99,False
"Laranja Reserva Robusto Extra (5.5"""" x 54)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fespinosa%2Flaranja-reserva%2FEZL-PM.html,Laranja,"""Laranja Reserva","5.5"" x 54",20,117.99,False
"Man O' War Ruination Robusto #2 (6.0"""" x 60)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fman-o%27-war-ruination%2FMWD-PM.html,Man O' War,"""Man O' War Ruination","6.0"" x 60",20,117.99,True
"Padron Executive (7.5"""" x 50) - Executive Natural",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron%2FK9C-PM.html,Padron,"""Padron Executive","7.5"" x 50",20,118.0,False
"Davidoff WSC The Late Hour Churchill (7.0"""" x 48)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-the-late-hour%2FDVK-PM.html,Davidoff,"""Davidoff WSC The Late Hour","7.0"" x 48",20,118.8,False
"Ashton VSG Cigars Robusto (5.5"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-vsg-cigars%2FA4A-PM.html,Ashton,"""Ashton VSG Cigars","5.5"" x 50",20,118.99,False
"Rocky Patel Sun Grown Torpedo (6.1"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-sun-grown%2FRZA-PM.html,Rocky Patel,"""Rocky Patel Sun Grown","6.1"" x 52",20,118.99,False
"ACID Cigars by Drew Estate Kuba Grande (6.0"""" x 60)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Facid-cigars%2Facid-cigars-by-drew-estate%2FAIA-PM.html,ACID,"""ACID Cigars by Drew Estate Kuba Grande","6.0"" x 60",20,118.99,False
"Room101 FARCE Lonsdale (6.5"""" x 42)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froom101-cigars%2Froom-101-farce.%2FRM0-PM.html,Room101,"""Room101 FARCE","6.5"" x 42",20,118.99,False
"RoMa Craft Intemperance BA XXI Revenge Grant Robusto Press LE (5.0"""" x 56)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fcountry-of-origin%2Fnicaraguan%2Froma-craft-intemperance-ba-xxi%2FRC4-PM-1020.html,RoMa Craft Tabac,"""RoMa Craft Intemperance BA XXI Revenge Grant","5.0"" x 56",20,118.99,False
"ACID Cigars by Drew Estate Extra Ordinary Larry (6.0"""" x 60)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Facid-cigars%2Facid-cigars-by-drew-estate%2FAIA-PM.html,ACID,"""ACID Cigars by Drew Estate Extra Ordinary Larry","6.0"" x 60",20,118.99,True
"Caldwell Blind Man's Bluff [HAB] Magnum (6.0"""" x 60)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fcaldwell-cigar-co.%2Fcaldwell-blind-mans-bluff-%255Bhab%255D%2FCW7-PM.html,Caldwell,"""Caldwell Blind Man's Bluff [HAB] Magnum","6.0"" x 60",20,118.99,False
"Ashton Aged Maduro Cigars No. 20 (5.5"""" x 44)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-aged-maduro-cigars%2FAGA-PM.html,Ashton,"""Ashton Aged Maduro Cigars No. 20","5.5"" x 44",20,119.99,False
"Ashton 8-9-8 (6.5"""" x 44)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-cigars%2FAHA-PM.html,Ashton,"""Ashton 8-9-8","6.5"" x 44",20,119.99,False
"RoMa Craft CroMagnon Aquitaine Blockhead Gran Toro Press LE (6.0"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froma-craft%2Froma-craft-cromagnon-aquitaine%2FRC2-PM.html,RoMa Craft Tabac,"""RoMa Craft CroMagnon Aquitaine Blockhead","6.0"" x 54",20,119.99,False
