title,url,brand,line,size,box_qty,price,in_stock
"RoMa Craft Intemperance EC XVIII Peace Petite Gordo (4.5"""" x 60)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fprofile%2Fmellow-cigars%2Froma-craft-intemperance-ec-xviii%2FRC5-PM-1012.html,RoMa Craft Tabac,"""RoMa Craft Intemperance EC XVIII Peace Petite","4.5"" x 60",20,198.99,False
"Aladino Maduro Robusto (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fcountry-of-origin%2Fhonduran%2Faladino-maduro%2FAA4-PM.html,Aladino,"""Aladino Maduro","5.0"" x 50",20,198.99,False
"Wildfire The Revivalist Robusto (5.2"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fcountry-of-origin%2Fnicaraguan%2Fwildfire-the-revivalist%2FIL0-PM.html,Wildfire,"""Wildfire The Revivalist","5.2"" x 50",20,198.99,False
"The Upsetters Zola (6.0"""" x 52) - Maduro",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fthe-upsetters%2FUPS-PM.html,The Upsetters,"""The Upsetters Zola","6.0"" x 52",20,198.99,True
"Fiat Lux by Luciano Genius (5.5"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Face-prime-cigars%2Ffiat-lux-by-luciano%2FACF-PM.html,ACE Prime,"""Fiat Lux by Luciano Genius","5.5"" x 52",20,198.99,False
"ADVentura The Explorer Torpedo (6.0"""" x 52) - Cigora Exclusive",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fadventura-cigars%2Fadventura-the-explorer%2FADV-PM.html,ADVentura,"""ADVentura The Explorer","6.0"" x 52",20,198.99,True
"Viaje Friends and Family Le Joueur Limited Edition (5.0"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fviaje-cigars%2Fviaje-friends-and-family%2FVJL-PM-1006.html,Viaje,"""Viaje Friends and Family Le Joueur Limited Edition","5.0"" x 52",20,199.0,False
"Viaje Skull and Bones M?stery (2018) (4.5"""" x 54)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Ffeatured-categories%2Flimited-edition%2Fviaje-skull-and-bones%2FVJH-PM-1052.html,Viaje,"""Viaje Skull and Bones M?stery (2018)","4.5"" x 54",20,199.99,False
"HVC Edicion Especial 2015 Toro Gordo (6.0"""" x 56)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fhvc-cigars%2Fhvc-edicion-especial-2015%2FHV3-PM.html,HVC,"""HVC Edicion Especial 2015","6.0"" x 56",20,199.99,False
"Cerro Natural Robusto Gordo (5.5"""" x 58)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fhvc-cigars%2Fcerro-natural%2FHV2-PM.html,HVC,"""Cerro Natural","5.5"" x 58",20,199.99,False
"Caldwell The Industrialist Toro (6.0"""" x 50)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fcaldwell-cigar-co.%2Fcaldwell-the-industrialist%2F4CW-PM.html,Caldwell,"""Caldwell The Industrialist","6.0"" x 50",20,199.99,False
"Arturo Fuente Sun Grown King B Sun Grown (6.0"""" x 55) Belicoso",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Farturo-fuente%2Farturo-fuente-sun-grown%2F9XA-PM.html,Arturo Fuente,"""Arturo Fuente Sun Grown King B Sun Grown","6.0"" x 55",20,201.6,True
"Tatuaje Fausto Short Robusto (4.5"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Ftatuaje-cigars%2Ftatuaje-fausto%2F3UL-PM.html,Tatuaje,"""Tatuaje Fausto","4.5"" x 52",20,201.99,False
"Southern Draw Rose Of Sharon Lancero (7.5"""" x 40)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fsouthern-draw%2Fsouthern-draw-rose-of-sharon%2FSD6-PM.html,Southern Draw,"""Southern Draw Rose Of Sharon","7.5"" x 40",20,201.99,False
"Southern Draw Firethorn Habano Rosado Robusto (5.5"""" x 54)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fsouthern-draw%2Fsouthern-draw-firethorn-habano-rosado%2FSD2-PM.html,Southern Draw,"""Southern Draw Firethorn Habano Rosado","5.5"" x 54",20,201.99,False
"La Flor Dominicana Double Ligero Maduro DL-700 (6.5"""" x 60)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-double-ligero-maduro%2FFWM-PM.html,La Flor Dominicana,"""La Flor Dominicana Double Ligero Maduro DL-700","6.5"" x 60",20,201.99,False
"Pan Caliente Toro (6.2"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fhvc-cigars%2Fpan-caliente%2FHV1-PM.html,HVC,"""Pan Caliente","6.2"" x 52",20,201.99,True
"Viaje Skull and Bones WMD (3.7"""" x 54)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Ffeatured-categories%2Flimited-edition%2Fviaje-skull-and-bones%2FVJH-PM-1052.html,Viaje,"""Viaje Skull and Bones WMD","3.7"" x 54",20,201.99,False
"JFR Lunatic Maduro Lunatic Short Titan (4.2"""" x 60)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faganorsa%2Fj.f.r.-lunatic-maduro%2FCFN-PM.html,JFR,"""JFR Lunatic Maduro Lunatic Short Titan","4.2"" x 60",20,201.99,True
"Southern Draw Cedrus Lancero (7.5"""" x 40)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fsouthern-draw%2Fsouthern-draw-cedrus%2FSDA-PM.html,Southern Draw,"""Southern Draw Cedrus","7.5"" x 40",20,201.99,False
"La Flor Dominicana Air Bender Chisel (6.5"""" x 54)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-air-bender%2FFWD-PM.html,La Flor Dominicana,"""La Flor Dominicana Air Bender Chisel","6.5"" x 54",20,201.99,False
"JFR Lunatic Habano Lunatic Short Titan (4.2"""" x 60)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faganorsa%2Fj.f.r.-lunatic-habano%2FCFS-PM.html,JFR,"""JFR Lunatic Habano Lunatic Short Titan","4.2"" x 60",20,201.99,True
"Cavalier Geneve Bll Viso Jalapa Robusto Gordo (5.0"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fcavalier-geneve-cigars%2Fcavalier-geneve-bll-viso-jalapa%2FILV-PM-1006.html,Cavalier Geneve,"""Cavalier Geneve Bll Viso Jalapa","5.0"" x 54",20,201.99,False
"Southern Draw Jacobs Ladder Robusto (5.5"""" x 54)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fsouthern-draw%2Fsouthern-draw-jacobs-ladder%2FSD7-PM.html,Southern Draw,"""Southern Draw Jacobs Ladder","5.5"" x 54",20,201.99,False
"Southern Draw Cedrus Robusto (5.5"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fsouthern-draw%2Fsouthern-draw-cedrus%2FSDA-PM.html,Southern Draw,"""Southern Draw Cedrus","5.5"" x 54",20,201.99,False
"Southern Draw Jacobs Ladder Lancero (7.5"""" x 40)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fsouthern-draw%2Fsouthern-draw-jacobs-ladder%2FSD7-PM.html,Southern Draw,"""Southern Draw Jacobs Ladder","7.5"" x 40",20,201.99,False
"RoMa Craft Whiskey Rebellion 1794 McFarlane Short Perfecto (5.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Froma-craft-cigar-company%2Froma-craft-whiskey-rebellion-1794%2FRC7-PM-1019.html,RoMa Craft Tabac,"""RoMa Craft Whiskey Rebellion 1794 McFarlane Short","5.0"" x 50",20,201.99,True
"Tatuaje Nicaragua Cohetes (4.0"""" x 50)- Habano",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ftatuaje%2Ftatuaje-nicaragua%2F3UP-PM.html,Tatuaje,"""Tatuaje Nicaragua Cohetes","4.0"" x 50",20,202.5,False
"Padron Londres (5.5"""" x 42) - Natural",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron%2FK9C-PM.html,Padron,"""Padron Londres","5.5"" x 42",20,202.8,False
"Rocky Patel Sungrown Maduro Robusto (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-sungrown-maduro%2FRP1-PM.html,Rocky Patel,"""Rocky Patel Sungrown Maduro","5.0"" x 50",20,202.99,True
"Guardian of the Farm Rambo (4.5"""" x 48)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faganorsa%2Fguardian-of-the-farm%2FCFP-PM.html,Guardian of the Farm,"""Guardian of the Farm Rambo","4.5"" x 48",20,202.99,False
"Rocky Patel Sungrown Maduro Lancero/Panatela (7.5"""" x 38)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-sungrown-maduro%2FRP1-PM.html,Rocky Patel,"""Rocky Patel Sungrown Maduro","7.5"" x 38",20,202.99,False
"Guardian of the Farm Rocco (4.0"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faganorsa%2Fguardian-of-the-farm%2FCFP-PM.html,Guardian of the Farm,"""Guardian of the Farm Rocco","4.0"" x 52",20,202.99,False
RoMa Craft Neanderthal LH (4.75 x 56),https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froma-craft%2Froma-craft-neanderthal%2FRC6-PM.html,RoMa Craft Tabac,RoMa Craft Neanderthal LH,"4.75"" x 56",20,202.99,False
"ACE Prime Luciano - The Dreamer Lancero (7.5"""" x 38)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Face-prime-cigars%2Face-prime-luciano---the-dreamer%2FACD-PM.html,ACE Prime,"""ACE Prime Luciano - The Dreamer","7.5"" x 38",20,202.99,False
"Dapper La Madrina Toro 5.2"""" x 54)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdapper%2Fdapper-la-madrina%2FDP3-PM.html,Dapper,"""Dapper La Madrina",,20,203.4,False
"Dapper La Madrina Toro (6.1"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdapper%2Fdapper-la-madrina%2FDP3-PM.html,Dapper,"""Dapper La Madrina","6.1"" x 52",20,203.4,False
"Macanudo Cafe Thames Court (6.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-cafe%2FMA1-PM.html,Macanudo,"""Macanudo Cafe Thames Court","6.0"" x 50",20,203.99,True
"Dapper Desvaldio Double Corona (6.7"""" x 54)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdapper%2Fdapper-desvaldio%2FDP5-PM.html,Dapper,"""Dapper Desvaldio","6.7"" x 54",20,204.12,False
"Dapper Desvaldio Robusto (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdapper%2Fdapper-desvaldio%2FDP5-PM.html,Dapper,"""Dapper Desvaldio","5.0"" x 50",20,204.48,False
"Viaje Skull and Bones FOAB (4.5"""" x 56)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Ffeatured-categories%2Flimited-edition%2Fviaje-skull-and-bones%2FVJH-PM-1052.html,Viaje,"""Viaje Skull and Bones FOAB","4.5"" x 56",20,204.75,False
"Hot Cake Laguito #4  (4.5"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fhvc-cigars%2Fhot-cake%2FHV4-PM.html,HVC,"""Hot Cake Laguito #4","4.5"" x 52",20,204.99,False
"Tatuaje Havana VI Artistas (Torpedo) (6.2"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ftatuaje%2Ftatuaje-havana-vi%2F3UB-PM.html,Tatuaje,"""Tatuaje Havana VI Artistas (","6.2"" x 52",20,204.99,False
"Tatuaje Havana VI Gorditos (5.5"""" x 56)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ftatuaje%2Ftatuaje-havana-vi%2F3UB-PM.html,Tatuaje,"""Tatuaje Havana VI Gorditos","5.5"" x 56",20,204.99,False
"Tatuaje Havana VI Almirantes (7.0"""" x 47)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ftatuaje%2Ftatuaje-havana-vi%2F3UB-PM.html,Tatuaje,"""Tatuaje Havana VI Almirantes","7.0"" x 47",20,204.99,False
"RoMa Craft Intemperance EC XVIII Charity Petito (4.0"""" x 46)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fprofile%2Fmellow-cigars%2Froma-craft-intemperance-ec-xviii%2FRC5-PM-1012.html,RoMa Craft Tabac,"""RoMa Craft Intemperance EC XVIII Charity Petito","4.0"" x 46",20,205.99,True
"RoMa Craft CroMagnon Aquitaine Knuckle Dragger Petite Robusto (4.0"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froma-craft%2Froma-craft-cromagnon-aquitaine%2FRC2-PM.html,RoMa Craft Tabac,"""RoMa Craft CroMagnon Aquitaine Knuckle Dragger Petite","4.0"" x 52",20,205.99,True
"Diesel Whiskey Row Toro (6.0"""" x 54)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdiesel%2Fdiesel-whiskey-row%2FJ64-PM.html,Diesel,"""Diesel Whiskey Row","6.0"" x 54",20,205.99,True
"Black Label Trading Co. Royalty Corona (5.5"""" x 42)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fblack-label-trading-company%2Froyalty%2F1BL-PM.html,Black Label Trading Company,"""Black Label Trading Co. Royalty","5.5"" x 42",20,205.99,False
"La Hacienda First Growth Robusto (4.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fwarped-cigar-company%2Fla-hacienda-first-growth%2FWCF-PM-1000.html,Warped,"""La Hacienda First Growth","4.0"" x 50",20,206.99,False
"Viaje Friends and Family Bel Air (6.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fviaje-cigars%2Fviaje-friends-and-family%2FVJL-PM-1006.html,Viaje,"""Viaje Friends and Family Bel Air","6.0"" x 50",20,206.99,False
"ACID Cigars by Drew Estate One (5.0"""" x 54)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Facid-cigars%2Facid-cigars-by-drew-estate%2FAIA-PM.html,ACID,"""ACID Cigars by Drew Estate One","5.0"" x 54",20,206.99,False
"Rocky Patel Vintage '90 Juniors (4.0"""" x 38)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-%2790%2FVKI-PM.html,Rocky Patel,"""Rocky Patel Vintage '90 Juniors","4.0"" x 38",20,206.99,False
"Viaje Skull and Bones Red Fat Man (4.2"""" x 56)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Ffeatured-categories%2Flimited-edition%2Fviaje-skull-and-bones%2FVJH-PM-1052.html,Viaje,"""Viaje Skull and Bones Red Fat Man","4.2"" x 56",20,206.99,False
"Bellas Artes Maduro Gordo (6.5"""" x 58)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fbellas-artes-maduro%2FBA3-PM.html,Bellas Artes,"""Bellas Artes Maduro","6.5"" x 58",20,207.99,False
"Leaf by Oscar Connecticut Gordo (6.0"""" x 60)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-connecticut%2FLO1-PM.html,Leaf by Oscar,"""Leaf by Oscar Connecticut","6.0"" x 60",20,207.99,True
"Leaf by Oscar Corojo Gordo (6.0"""" x 60)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-corojo%2FLO2-PM.html,Leaf by Oscar,"""Leaf by Oscar Corojo","6.0"" x 60",20,207.99,True
"Leaf by Oscar Maduro Gordo (6.0"""" x 60)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-maduro%2FLO3-PM.html,Leaf by Oscar,"""Leaf by Oscar Maduro","6.0"" x 60",20,207.99,True
"Leaf by Oscar Sumatra Gordo (6.0"""" x 60)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-sumatra%2FLO4-PM.html,Leaf by Oscar,"""Leaf by Oscar Sumatra","6.0"" x 60",20,207.99,True
"Four Kicks by Crowned Heads Piramide (Belicoso) (6.1"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcrowned-heads%2Ffour-kicks-by-crowned-heads%2FFK1-PM.html,Crowned Heads,"""Four Kicks by Crowned Heads Piramide (","6.1"" x 52",20,207.99,False
"Rocky Patel Sungrown Maduro Petite Belicoso (5.5"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-sungrown-maduro%2FRP1-PM.html,Rocky Patel,"""Rocky Patel Sungrown Maduro Petite","5.5"" x 52",20,207.99,False
"Crowned Heads Le Patissier Canonazo (5.9"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fcrowned-heads-cigars%2Fcrowned-heads-le-patissier%2FFKY-PM-1012.html,Crowned Heads,"""Crowned Heads Le Patissier Canonazo","5.9"" x 52",20,207.99,False
"Black Label Trading Co. Royalty Robusto  Real (5.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fblack-label-trading-company%2Froyalty%2F1BL-PM.html,Black Label Trading Company,"""Black Label Trading Co. Royalty","5.0"" x 50",20,207.99,True
"Black Label Trading Co. Salvation Robusto Real (5.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fblack-label-trading-company%2Fsalvation%2F3BL-PM.html,Black Label Trading Company,"""Black Label Trading Co. Salvation","5.0"" x 50",20,207.99,True
"Black Works Studio Green Hornet Robusto (5.0"""" x 48)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fblk-wks-studio%2Fblack-works-studio-green-hornet%2F7BL-PM.html,Black Label Trading Company,"""Black Works Studio Green Hornet","5.0"" x 48",20,207.99,False
"Dias de Gloria by AJ Fernandez Toro BP (6.0"""" x 56)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fdias-de-gloria-by-aj-fernandez%2FDDG-PM.html,Dias de Gloria,"""Dias de Gloria by AJ Fernandez","6.0"" x 56",20,207.99,False
"Black Label Trading Co. Lawless Robusto Real (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fblack-label-trading-company%2Flawless%2F4BL-PM.html,Black Label Trading Company,"""Black Label Trading Co. Lawless","5.0"" x 50",20,207.99,True
"Illusione Original Documents Corona Gorda (5.1"""" x 42)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fillusione%2Fillusione-original-documents%2FIL1-PM.html,Illusione,"""Illusione Original Documents","5.1"" x 42",20,207.99,False
"Illusione Fume D'Amour Viejos (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fillusione%2Fillusione-fume-d%27amour%2FILE-PM.html,Illusione,"""Illusione Fume D'Amour Viejos","5.0"" x 50",20,207.99,False
"AVO Classic No. 5 (6.9"""" x 46)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Favo-cigars%2Favo-classic%2FAV1-PM.html,AVO,"""AVO Classic No. 5","6.9"" x 46",20,208.99,True
"La Aroma de Cuba Belicoso (5.5"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-aroma-de-cuba%2Fla-aroma-de-cuba%2F6BC-PM.html,La Aroma de Cuba,"""La Aroma de Cuba","5.5"" x 52",20,208.99,False
"Mi Querida Ancho Corto (5.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdunbarton-tobacco-%26-trust%2Fmi-querida%2FMIQ-PM.html,Mi Querida,"""Mi Querida Ancho Corto","5.0"" x 52",20,208.99,False
"Mi Querida Triqui Traca No. 552 (5.0"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmi-querida-triqui-traca%2FMQ1-PM-1012.html,Mi Querida,"""Mi Querida Triqui Traca No. 552","5.0"" x 52",20,208.99,False
"Tatuaje Avion Perfecto Grande '11 (6.7"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Ftatuaje-cigars%2Ftatuaje-avion%2F3UM-PM.html,Tatuaje,"""Tatuaje Avion","6.7"" x 52",20,208.99,False
"AVO XO Notturno (5.0"""" x 42)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Favo-cigars%2Favo-xo%2FAV4-PM.html,AVO,"""AVO XO Notturno","5.0"" x 42",20,208.99,True
"La Flor Dominicana Ligero Cabinet L-300 (5.7"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-ligero-cabinet%2FFWS-PM.html,La Flor Dominicana,"""La Flor Dominicana Ligero Cabinet L-300","5.7"" x 50",20,209.99,False
"Southern Draw Firethorn Habano Rosado Toro (6.0"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fsouthern-draw%2Fsouthern-draw-firethorn-habano-rosado%2FSD2-PM.html,Southern Draw,"""Southern Draw Firethorn Habano Rosado","6.0"" x 52",20,209.99,False
